District,District_Lat,District_Lon,Mandi,Mandi_Lat,Mandi_Lon,Distance_km,Estimated_Transport_Cost_Rs
Krishna,16.5151,80.63,Chintapalli APMC,17.8667,82.35,236.58,7097.3
Krishna,16.5151,80.63,Gopalavaram APMC,16.7333,81.6833,114.82,3444.56
Krishna,16.5151,80.63,Anantapur APMC,14.6819,77.6006,383.15,11494.55
Krishna,16.5151,80.63,Valmikipuram APMC,13.9167,79.2167,326.3,9788.95
Krishna,16.5151,80.63,Kalikiri APMC,13.55,78.8,383.82,11514.51
Krishna,16.5151,80.63,Madanapalli APMC,13.5503,78.5029,401.06,12031.75
Krishna,16.5151,80.63,Mulakalacheruvu APMC,13.8,78.3833,386.36,11590.91
Krishna,16.5151,80.63,Punganur APMC,13.3667,78.5833,413.4,12401.88
Krishna,16.5151,80.63,Vayalapadu APMC,13.3667,78.7,406.87,12206.03
Krishna,16.5151,80.63,Pattikonda APMC,15.395,77.5086,356.19,10685.67
Krishna,16.5151,80.63,Duggirala APMC,16.3237,80.621,21.3,639.13
Krishna,16.5151,80.63,Paderu APMC,18.0833,82.6667,277.77,8333.12
Krishna,16.5151,80.63,Ipur APMC,16.09,79.97,84.83,2544.85
NTR,16.5062,80.648,Kurnool APMC,15.8281,78.0373,288.83,8664.85
NTR,16.5062,80.648,Rapur APMC,14.2,79.5333,282.92,8487.63
NTR,16.5062,80.648,Tirupati APMC,13.6288,79.4192,346.08,10382.46
NTR,16.5062,80.648,Rajampet APMC,14.1933,79.1606,302.62,9078.47
NTR,16.5062,80.648,Ambajipeta APMC,16.715,81.99,144.87,4346.06
NTR,16.5062,80.648,Rajahmundry APMC,16.9891,81.784,132.34,3970.25
NTR,16.5062,80.648,Ravulapalem APMC,16.7667,81.8333,129.56,3886.85
NTR,16.5062,80.648,Thiruchanur APMC,13.6173,79.4105,347.62,10428.66
NTR,16.5062,80.648,Vijayanagaram APMC,18.1067,83.3956,341.68,10250.41
NTR,16.5062,80.648,Nandyal APMC,15.477,78.4836,258.11,7743.29
NTR,16.5062,80.648,Palamaner APMC,13.1992,78.7476,420.62,12618.73
NTR,16.5062,80.648,Tadikonda APMC,16.4128,80.4534,23.21,696.17
NTR,16.5062,80.648,Tiruvuru APMC,17.1,80.6333,66.05,1981.38
NTR,16.5062,80.648,Adoni APMC,15.6279,77.2749,373.41,11202.3
NTR,16.5062,80.648,Atmakur(SPS) APMC,14.6247,79.4126,247.55,7426.44
NTR,16.5062,80.648,Dharmavaram APMC,14.4143,77.7126,391.23,11736.83
NTR,16.5062,80.648,Tenakallu APMC,14.25,77.7333,400.72,12021.6
NTR,16.5062,80.648,Cuddapah APMC,14.4673,78.8242,299.31,8979.44
NTR,16.5062,80.648,Lakkireddipalli APMC,14.1283,78.7239,335.39,10061.66
NTR,16.5062,80.648,Pulivendula APMC,14.4214,78.225,348.08,10442.4
NTR,16.5062,80.648,Yemmiganur APMC,15.772,77.483,347.77,10433.22
NTR,16.5062,80.648,Gudur APMC,14.1467,79.85,275.97,8278.99
NTR,16.5062,80.648,Kadiri APMC,14.1116,78.1616,376.82,11304.66
NTR,16.5062,80.648,Jaggayyapeta APMC,16.8938,80.0971,72.8,2184.06
NTR,16.5062,80.648,Mylavaram APMC,16.7626,80.642,28.52,855.53
NTR,16.5062,80.648,Bangarupalyam APMC,13.2123,78.95,409.2,12275.95
NTR,16.5062,80.648,Chittoor APMC,13.2172,79.1003,401.76,12052.78
NTR,16.5062,80.648,Puttur APMC,13.4416,79.5535,360.47,10814.22
NTR,16.5062,80.648,Rampachodavaram APMC,17.4333,81.7833,158.76,4762.89
NTR,16.5062,80.648,Proddatur APMC,14.75,78.55,297.66,8929.85
NTR,16.5062,80.648,Jaggampeta APMC,17.1865,82.059,168.14,5044.17
NTR,16.5062,80.648,Kakinada APMC,16.9891,82.2475,178.58,5357.26
NTR,16.5062,80.648,Karapa APMC,16.9833,82.2333,176.94,5308.26
NTR,16.5062,80.648,Peddapuram APMC,17.0833,82.1333,170.64,5119.13
NTR,16.5062,80.648,Prattipadu APMC,16.3,80.4167,33.68,1010.45
NTR,16.5062,80.648,Tuni APMC,17.35,82.55,223.02,6690.68
NTR,16.5062,80.648,Divi APMC,16.45,81.15,53.89,1616.72
NTR,16.5062,80.648,Nellore APMC,14.4426,79.9865,240.16,7204.83
NTR,16.5062,80.648,Chintapalli APMC,17.8667,82.35,235.74,7072.21
NTR,16.5062,80.648,Gopalavaram APMC,16.7333,81.6833,113.16,3394.92
NTR,16.5062,80.648,Anantapur APMC,14.6819,77.6006,384.27,11528.04
NTR,16.5062,80.648,Valmikipuram APMC,13.9167,79.2167,326.33,9789.84
NTR,16.5062,80.648,Kalikiri APMC,13.55,78.8,383.96,11518.94
NTR,16.5062,80.648,Madanapalli APMC,13.5503,78.5029,401.35,12040.62
NTR,16.5062,80.648,Mulakalacheruvu APMC,13.8,78.3833,386.81,11604.15
NTR,16.5062,80.648,Punganur APMC,13.3667,78.5833,413.59,12407.83
NTR,16.5062,80.648,Vayalapadu APMC,13.3667,78.7,407.01,12210.28
NTR,16.5062,80.648,Pattikonda APMC,15.395,77.5086,357.66,10729.7
NTR,16.5062,80.648,Duggirala APMC,16.3237,80.621,20.5,614.89
NTR,16.5062,80.648,Paderu APMC,18.0833,82.6667,276.92,8307.46
NTR,16.5062,80.648,Ipur APMC,16.09,79.97,85.89,2576.82
Prakasam,15.3173,79.989,Kurnool APMC,15.8281,78.0373,216.63,6498.88
Prakasam,15.3173,79.989,Rapur APMC,14.2,79.5333,133.55,4006.54
Prakasam,15.3173,79.989,Tirupati APMC,13.6288,79.4192,197.52,5925.61
Prakasam,15.3173,79.989,Rajampet APMC,14.1933,79.1606,153.48,4604.29
Prakasam,15.3173,79.989,Ambajipeta APMC,16.715,81.99,264.37,7930.98
Prakasam,15.3173,79.989,Rajahmundry APMC,16.9891,81.784,267.04,8011.09
Prakasam,15.3173,79.989,Ravulapalem APMC,16.7667,81.8333,254.59,7637.72
Prakasam,15.3173,79.989,Thiruchanur APMC,13.6173,79.4105,199.03,5970.84
Prakasam,15.3173,79.989,Vijayanagaram APMC,18.1067,83.3956,477.27,14318.18
Prakasam,15.3173,79.989,Nandyal APMC,15.477,78.4836,162.36,4870.76
Prakasam,15.3173,79.989,Palamaner APMC,13.1992,78.7476,270.86,8125.88
Prakasam,15.3173,79.989,Tadikonda APMC,16.4128,80.4534,131.55,3946.55
Prakasam,15.3173,79.989,Tiruvuru APMC,17.1,80.6333,209.82,6294.73
Prakasam,15.3173,79.989,Adoni APMC,15.6279,77.2749,292.9,8786.93
Prakasam,15.3173,79.989,Atmakur(SPS) APMC,14.6247,79.4126,98.82,2964.51
Prakasam,15.3173,79.989,Dharmavaram APMC,14.4143,77.7126,264.45,7933.54
Prakasam,15.3173,79.989,Tenakallu APMC,14.25,77.7333,270,8099.87
Prakasam,15.3173,79.989,Cuddapah APMC,14.4673,78.8242,156.84,4705.34
Prakasam,15.3173,79.989,Lakkireddipalli APMC,14.1283,78.7239,189.71,5691.27
Prakasam,15.3173,79.989,Pulivendula APMC,14.4214,78.225,214.16,6424.72
Prakasam,15.3173,79.989,Yemmiganur APMC,15.772,77.483,273.18,8195.37
Prakasam,15.3173,79.989,Gudur APMC,14.1467,79.85,131.02,3930.61
Prakasam,15.3173,79.989,Kadiri APMC,14.1116,78.1616,237.9,7137.08
Prakasam,15.3173,79.989,Jaggayyapeta APMC,16.8938,80.0971,175.68,5270.36
Prakasam,15.3173,79.989,Mylavaram APMC,16.7626,80.642,175.21,5256.18
Prakasam,15.3173,79.989,Bangarupalyam APMC,13.2123,78.95,259.46,7783.95
Prakasam,15.3173,79.989,Chittoor APMC,13.2172,79.1003,252.39,7571.82
Prakasam,15.3173,79.989,Puttur APMC,13.4416,79.5535,213.78,6413.33
Prakasam,15.3173,79.989,Rampachodavaram APMC,17.4333,81.7833,303.31,9099.36
Prakasam,15.3173,79.989,Proddatur APMC,14.75,78.55,166.91,5007.33
Prakasam,15.3173,79.989,Jaggampeta APMC,17.1865,82.059,303.36,9100.65
Prakasam,15.3173,79.989,Kakinada APMC,16.9891,82.2475,304.53,9135.88
Prakasam,15.3173,79.989,Karapa APMC,16.9833,82.2333,302.94,9088.13
Prakasam,15.3173,79.989,Peddapuram APMC,17.0833,82.1333,301.63,9048.95
Prakasam,15.3173,79.989,Prattipadu APMC,16.3,80.4167,118.47,3553.96
Prakasam,15.3173,79.989,Tuni APMC,17.35,82.55,354.62,10638.68
Prakasam,15.3173,79.989,Divi APMC,16.45,81.15,176.86,5305.9
Prakasam,15.3173,79.989,Nellore APMC,14.4426,79.9865,97.26,2917.88
Prakasam,15.3173,79.989,Chintapalli APMC,17.8667,82.35,379.01,11370.35
Prakasam,15.3173,79.989,Gopalavaram APMC,16.7333,81.6833,239.95,7198.6
Prakasam,15.3173,79.989,Anantapur APMC,14.6819,77.6006,266.08,7982.35
Prakasam,15.3173,79.989,Valmikipuram APMC,13.9167,79.2167,176.52,5295.61
Prakasam,15.3173,79.989,Kalikiri APMC,13.55,78.8,234.54,7036.27
Prakasam,15.3173,79.989,Madanapalli APMC,13.5503,78.5029,253.4,7602.05
Prakasam,15.3173,79.989,Mulakalacheruvu APMC,13.8,78.3833,241.51,7245.3
Prakasam,15.3173,79.989,Punganur APMC,13.3667,78.5833,264.53,7935.79
Prakasam,15.3173,79.989,Vayalapadu APMC,13.3667,78.7,257.54,7726.09
Prakasam,15.3173,79.989,Pattikonda APMC,15.395,77.5086,266.1,7983
Prakasam,15.3173,79.989,Duggirala APMC,16.3237,80.621,130.75,3922.38
Prakasam,15.3173,79.989,Paderu APMC,18.0833,82.6667,419.41,12582.39
Prakasam,15.3173,79.989,Ipur APMC,16.09,79.97,85.94,2578.33
Nellore,14.4426,79.9865,Kurnool APMC,15.8281,78.0373,259.82,7794.57
Nellore,14.4426,79.9865,Rapur APMC,14.2,79.5333,55.78,1673.51
Nellore,14.4426,79.9865,Tirupati APMC,13.6288,79.4192,109.24,3277.23
Nellore,14.4426,79.9865,Rajampet APMC,14.1933,79.1606,93.2,2796.03
Nellore,14.4426,79.9865,Ambajipeta APMC,16.715,81.99,331.5,9944.89
Nellore,14.4426,79.9865,Rajahmundry APMC,16.9891,81.784,342.33,10269.85
Nellore,14.4426,79.9865,Ravulapalem APMC,16.7667,81.8333,325.42,9762.56
Nellore,14.4426,79.9865,Thiruchanur APMC,13.6173,79.4105,110.83,3324.81
Nellore,14.4426,79.9865,Vijayanagaram APMC,18.1067,83.3956,546.22,16386.46
Nellore,14.4426,79.9865,Nandyal APMC,15.477,78.4836,198.23,5946.89
Nellore,14.4426,79.9865,Palamaner APMC,13.1992,78.7476,192.38,5771.36
Nellore,14.4426,79.9865,Tadikonda APMC,16.4128,80.4534,224.72,6741.58
Nellore,14.4426,79.9865,Tiruvuru APMC,17.1,80.6333,303.49,9104.56
Nellore,14.4426,79.9865,Adoni APMC,15.6279,77.2749,319.63,9588.76
Nellore,14.4426,79.9865,Atmakur(SPS) APMC,14.6247,79.4126,65.01,1950.2
Nellore,14.4426,79.9865,Dharmavaram APMC,14.4143,77.7126,244.89,7346.71
Nellore,14.4426,79.9865,Tenakallu APMC,14.25,77.7333,243.67,7310.2
Nellore,14.4426,79.9865,Cuddapah APMC,14.4673,78.8242,125.18,3755.42
Nellore,14.4426,79.9865,Lakkireddipalli APMC,14.1283,78.7239,140.47,4214.1
Nellore,14.4426,79.9865,Pulivendula APMC,14.4214,78.225,189.7,5691.1
Nellore,14.4426,79.9865,Yemmiganur APMC,15.772,77.483,306.72,9201.56
Nellore,14.4426,79.9865,Gudur APMC,14.1467,79.85,36.04,1081.21
Nellore,14.4426,79.9865,Kadiri APMC,14.1116,78.1616,200.07,6001.98
Nellore,14.4426,79.9865,Jaggayyapeta APMC,16.8938,80.0971,272.82,8184.54
Nellore,14.4426,79.9865,Mylavaram APMC,16.7626,80.642,267.35,8020.57
Nellore,14.4426,79.9865,Bangarupalyam APMC,13.2123,78.95,176.75,5302.38
Nellore,14.4426,79.9865,Chittoor APMC,13.2172,79.1003,166.5,4994.92
Nellore,14.4426,79.9865,Puttur APMC,13.4416,79.5535,120.72,3621.51
Nellore,14.4426,79.9865,Rampachodavaram APMC,17.4333,81.7833,384.04,11521.23
Nellore,14.4426,79.9865,Proddatur APMC,14.75,78.55,158.31,4749.3
Nellore,14.4426,79.9865,Jaggampeta APMC,17.1865,82.059,377.15,11314.51
Nellore,14.4426,79.9865,Kakinada APMC,16.9891,82.2475,372.47,11174.2
Nellore,14.4426,79.9865,Karapa APMC,16.9833,82.2333,371,11129.96
Nellore,14.4426,79.9865,Peddapuram APMC,17.0833,82.1333,372.81,11184.28
Nellore,14.4426,79.9865,Prattipadu APMC,16.3,80.4167,211.62,6348.62
Nellore,14.4426,79.9865,Tuni APMC,17.35,82.55,423.85,12715.58
Nellore,14.4426,79.9865,Divi APMC,16.45,81.15,255.68,7670.42
Nellore,14.4426,79.9865,Nellore APMC,14.4426,79.9865,0,0
Nellore,14.4426,79.9865,Chintapalli APMC,17.8667,82.35,456.8,13703.87
Nellore,14.4426,79.9865,Gopalavaram APMC,16.7333,81.6833,312.89,9386.77
Nellore,14.4426,79.9865,Anantapur APMC,14.6819,77.6006,258.15,7744.53
Nellore,14.4426,79.9865,Valmikipuram APMC,13.9167,79.2167,101.52,3045.68
Nellore,14.4426,79.9865,Kalikiri APMC,13.55,78.8,161.98,4859.51
Nellore,14.4426,79.9865,Madanapalli APMC,13.5503,78.5029,188.33,5649.76
Nellore,14.4426,79.9865,Mulakalacheruvu APMC,13.8,78.3833,187.06,5611.92
Nellore,14.4426,79.9865,Punganur APMC,13.3667,78.5833,193,5790.13
Nellore,14.4426,79.9865,Vayalapadu APMC,13.3667,78.7,183.29,5498.59
Nellore,14.4426,79.9865,Pattikonda APMC,15.395,77.5086,286.53,8595.8
Nellore,14.4426,79.9865,Duggirala APMC,16.3237,80.621,219.95,6598.54
Nellore,14.4426,79.9865,Paderu APMC,18.0833,82.6667,495.68,14870.52
Nellore,14.4426,79.9865,Ipur APMC,16.09,79.97,183.19,5495.73
Tirupati,13.6288,79.4192,Kurnool APMC,15.8281,78.0373,286.16,8584.78
Tirupati,13.6288,79.4192,Rapur APMC,14.2,79.5333,64.7,1940.92
Tirupati,13.6288,79.4192,Tirupati APMC,13.6288,79.4192,0,0
Tirupati,13.6288,79.4192,Rajampet APMC,14.1933,79.1606,68.7,2060.86
Tirupati,13.6288,79.4192,Ambajipeta APMC,16.715,81.99,440.3,13208.89
Tirupati,13.6288,79.4192,Rajahmundry APMC,16.9891,81.784,451.57,13547.07
Tirupati,13.6288,79.4192,Ravulapalem APMC,16.7667,81.8333,434.54,13036.33
Tirupati,13.6288,79.4192,Thiruchanur APMC,13.6173,79.4105,1.59,47.62
Tirupati,13.6288,79.4192,Vijayanagaram APMC,18.1067,83.3956,654.74,19642.34
Tirupati,13.6288,79.4192,Nandyal APMC,15.477,78.4836,228.85,6865.56
Tirupati,13.6288,79.4192,Palamaner APMC,13.1992,78.7476,86.94,2608.21
Tirupati,13.6288,79.4192,Tadikonda APMC,16.4128,80.4534,328.88,9866.52
Tirupati,13.6288,79.4192,Tiruvuru APMC,17.1,80.6333,407.33,12219.98
Tirupati,13.6288,79.4192,Adoni APMC,15.6279,77.2749,320.36,9610.83
Tirupati,13.6288,79.4192,Atmakur(SPS) APMC,14.6247,79.4126,110.74,3322.24
Tirupati,13.6288,79.4192,Dharmavaram APMC,14.4143,77.7126,203.78,6113.31
Tirupati,13.6288,79.4192,Tenakallu APMC,14.25,77.7333,194.61,5838.37
Tirupati,13.6288,79.4192,Cuddapah APMC,14.4673,78.8242,113.19,3395.76
Tirupati,13.6288,79.4192,Lakkireddipalli APMC,14.1283,78.7239,93.37,2801.17
Tirupati,13.6288,79.4192,Pulivendula APMC,14.4214,78.225,156.09,4682.73
Tirupati,13.6288,79.4192,Yemmiganur APMC,15.772,77.483,316.47,9494.13
Tirupati,13.6288,79.4192,Gudur APMC,14.1467,79.85,74.02,2220.57
Tirupati,13.6288,79.4192,Kadiri APMC,14.1116,78.1616,145.99,4379.69
Tirupati,13.6288,79.4192,Jaggayyapeta APMC,16.8938,80.0971,370.26,11107.82
Tirupati,13.6288,79.4192,Mylavaram APMC,16.7626,80.642,372.34,11170.25
Tirupati,13.6288,79.4192,Bangarupalyam APMC,13.2123,78.95,68.7,2061.11
Tirupati,13.6288,79.4192,Chittoor APMC,13.2172,79.1003,57.31,1719.28
Tirupati,13.6288,79.4192,Puttur APMC,13.4416,79.5535,25.38,761.37
Tirupati,13.6288,79.4192,Rampachodavaram APMC,17.4333,81.7833,493.03,14791.05
Tirupati,13.6288,79.4192,Proddatur APMC,14.75,78.55,155.96,4678.73
Tirupati,13.6288,79.4192,Jaggampeta APMC,17.1865,82.059,486.36,14590.76
Tirupati,13.6288,79.4192,Kakinada APMC,16.9891,82.2475,481.24,14437.15
Tirupati,13.6288,79.4192,Karapa APMC,16.9833,82.2333,479.78,14393.45
Tirupati,13.6288,79.4192,Peddapuram APMC,17.0833,82.1333,481.88,14456.46
Tirupati,13.6288,79.4192,Prattipadu APMC,16.3,80.4167,315.76,9472.73
Tirupati,13.6288,79.4192,Tuni APMC,17.35,82.55,532.65,15979.39
Tirupati,13.6288,79.4192,Divi APMC,16.45,81.15,364.62,10938.55
Tirupati,13.6288,79.4192,Nellore APMC,14.4426,79.9865,109.24,3277.23
Tirupati,13.6288,79.4192,Chintapalli APMC,17.8667,82.35,566.03,16980.76
Tirupati,13.6288,79.4192,Gopalavaram APMC,16.7333,81.6833,422.12,12663.52
Tirupati,13.6288,79.4192,Anantapur APMC,14.6819,77.6006,228.38,6851.42
Tirupati,13.6288,79.4192,Valmikipuram APMC,13.9167,79.2167,38.77,1163.1
Tirupati,13.6288,79.4192,Kalikiri APMC,13.55,78.8,67.5,2024.86
Tirupati,13.6288,79.4192,Madanapalli APMC,13.5503,78.5029,99.42,2982.58
Tirupati,13.6288,79.4192,Mulakalacheruvu APMC,13.8,78.3833,113.51,3405.31
Tirupati,13.6288,79.4192,Punganur APMC,13.3667,78.5833,94.96,2848.89
Tirupati,13.6288,79.4192,Vayalapadu APMC,13.3667,78.7,83.04,2491.33
Tirupati,13.6288,79.4192,Pattikonda APMC,15.395,77.5086,284.37,8531.1
Tirupati,13.6288,79.4192,Duggirala APMC,16.3237,80.621,326.28,9788.34
Tirupati,13.6288,79.4192,Paderu APMC,18.0833,82.6667,604.92,18147.52
Tirupati,13.6288,79.4192,Ipur APMC,16.09,79.97,280,8400.03
Annamayya,14.0311,78.8537,Kurnool APMC,15.8281,78.0373,218.22,6546.61
Annamayya,14.0311,78.8537,Rapur APMC,14.2,79.5333,75.65,2269.63
Annamayya,14.0311,78.8537,Tirupati APMC,13.6288,79.4192,75.69,2270.73
Annamayya,14.0311,78.8537,Rajampet APMC,14.1933,79.1606,37.69,1130.73
Annamayya,14.0311,78.8537,Ambajipeta APMC,16.715,81.99,449.57,13486.97
Annamayya,14.0311,78.8537,Rajahmundry APMC,16.9891,81.784,454.68,13640.36
Annamayya,14.0311,78.8537,Ravulapalem APMC,16.7667,81.8333,441.06,13231.79
Annamayya,14.0311,78.8537,Thiruchanur APMC,13.6173,79.4105,75.71,2271.21
Annamayya,14.0311,78.8537,Vijayanagaram APMC,18.1067,83.3956,663.9,19917.02
Annamayya,14.0311,78.8537,Nandyal APMC,15.477,78.4836,165.63,4968.86
Annamayya,14.0311,78.8537,Palamaner APMC,13.1992,78.7476,93.21,2796.33
Annamayya,14.0311,78.8537,Tadikonda APMC,16.4128,80.4534,315.58,9467.4
Annamayya,14.0311,78.8537,Tiruvuru APMC,17.1,80.6333,390.87,11725.97
Annamayya,14.0311,78.8537,Adoni APMC,15.6279,77.2749,245.61,7368.3
Annamayya,14.0311,78.8537,Atmakur(SPS) APMC,14.6247,79.4126,89.34,2680.32
Annamayya,14.0311,78.8537,Dharmavaram APMC,14.4143,77.7126,130.17,3905
Annamayya,14.0311,78.8537,Tenakallu APMC,14.25,77.7333,123.24,3697.06
Annamayya,14.0311,78.8537,Cuddapah APMC,14.4673,78.8242,48.61,1458.22
Annamayya,14.0311,78.8537,Lakkireddipalli APMC,14.1283,78.7239,17.69,530.59
Annamayya,14.0311,78.8537,Pulivendula APMC,14.4214,78.225,80.47,2414.11
Annamayya,14.0311,78.8537,Yemmiganur APMC,15.772,77.483,243.24,7297.15
Annamayya,14.0311,78.8537,Gudur APMC,14.1467,79.85,108.22,3246.51
Annamayya,14.0311,78.8537,Kadiri APMC,14.1116,78.1616,75.18,2255.51
Annamayya,14.0311,78.8537,Jaggayyapeta APMC,16.8938,80.0971,345.08,10352.33
Annamayya,14.0311,78.8537,Mylavaram APMC,16.7626,80.642,359.16,10774.82
Annamayya,14.0311,78.8537,Bangarupalyam APMC,13.2123,78.95,91.64,2749.18
Annamayya,14.0311,78.8537,Chittoor APMC,13.2172,79.1003,94.34,2830.3
Annamayya,14.0311,78.8537,Puttur APMC,13.4416,79.5535,100.05,3001.54
Annamayya,14.0311,78.8537,Rampachodavaram APMC,17.4333,81.7833,491.32,14739.59
Annamayya,14.0311,78.8537,Proddatur APMC,14.75,78.55,86.37,2591.15
Annamayya,14.0311,78.8537,Jaggampeta APMC,17.1865,82.059,490.82,14724.49
Annamayya,14.0311,78.8537,Kakinada APMC,16.9891,82.2475,490.28,14708.36
Annamayya,14.0311,78.8537,Karapa APMC,16.9833,82.2333,488.72,14661.66
Annamayya,14.0311,78.8537,Peddapuram APMC,17.0833,82.1333,488.43,14653.04
Annamayya,14.0311,78.8537,Prattipadu APMC,16.3,80.4167,302.96,9088.77
Annamayya,14.0311,78.8537,Tuni APMC,17.35,82.55,541.03,16230.8
Annamayya,14.0311,78.8537,Divi APMC,16.45,81.15,364.73,10941.76
Annamayya,14.0311,78.8537,Nellore APMC,14.4426,79.9865,130.39,3911.55
Annamayya,14.0311,78.8537,Chintapalli APMC,17.8667,82.35,567.07,17011.99
Annamayya,14.0311,78.8537,Gopalavaram APMC,16.7333,81.6833,426.96,12808.69
Annamayya,14.0311,78.8537,Anantapur APMC,14.6819,77.6006,153.16,4594.8
Annamayya,14.0311,78.8537,Valmikipuram APMC,13.9167,79.2167,41.18,1235.49
Annamayya,14.0311,78.8537,Kalikiri APMC,13.55,78.8,53.81,1614.28
Annamayya,14.0311,78.8537,Madanapalli APMC,13.5503,78.5029,65.52,1965.71
Annamayya,14.0311,78.8537,Mulakalacheruvu APMC,13.8,78.3833,56.9,1707.11
Annamayya,14.0311,78.8537,Punganur APMC,13.3667,78.5833,79.44,2383.3
Annamayya,14.0311,78.8537,Vayalapadu APMC,13.3667,78.7,75.72,2271.63
Annamayya,14.0311,78.8537,Pattikonda APMC,15.395,77.5086,209.59,6287.62
Annamayya,14.0311,78.8537,Duggirala APMC,16.3237,80.621,317.73,9531.88
Annamayya,14.0311,78.8537,Paderu APMC,18.0833,82.6667,607.41,18222.28
Annamayya,14.0311,78.8537,Ipur APMC,16.09,79.97,258.42,7752.46
East Godavari,16.9891,82.2475,Kurnool APMC,15.8281,78.0373,467.26,14017.68
East Godavari,16.9891,82.2475,Rapur APMC,14.2,79.5333,425.05,12751.41
East Godavari,16.9891,82.2475,Tirupati APMC,13.6288,79.4192,481.24,14437.15
East Godavari,16.9891,82.2475,Rajampet APMC,14.1933,79.1606,453.79,13613.68
East Godavari,16.9891,82.2475,Ambajipeta APMC,16.715,81.99,40.99,1229.59
East Godavari,16.9891,82.2475,Rajahmundry APMC,16.9891,81.784,49.29,1478.69
East Godavari,16.9891,82.2475,Ravulapalem APMC,16.7667,81.8333,50.54,1516.11
East Godavari,16.9891,82.2475,Thiruchanur APMC,13.6173,79.4105,482.82,14484.73
East Godavari,16.9891,82.2475,Vijayanagaram APMC,18.1067,83.3956,173.95,5218.54
East Godavari,16.9891,82.2475,Nandyal APMC,15.477,78.4836,435.58,13067.41
East Godavari,16.9891,82.2475,Palamaner APMC,13.1992,78.7476,564.54,16936.35
East Godavari,16.9891,82.2475,Tadikonda APMC,16.4128,80.4534,201.54,6046.12
East Godavari,16.9891,82.2475,Tiruvuru APMC,17.1,80.6333,172.05,5161.47
East Godavari,16.9891,82.2475,Adoni APMC,15.6279,77.2749,551.82,16554.46
East Godavari,16.9891,82.2475,Atmakur(SPS) APMC,14.6247,79.4126,401.37,12041.12
East Godavari,16.9891,82.2475,Dharmavaram APMC,14.4143,77.7126,563.53,16905.87
East Godavari,16.9891,82.2475,Tenakallu APMC,14.25,77.7333,571.31,17139.32
East Godavari,16.9891,82.2475,Cuddapah APMC,14.4673,78.8242,461.36,13840.72
East Godavari,16.9891,82.2475,Lakkireddipalli APMC,14.1283,78.7239,493.58,14807.36
East Godavari,16.9891,82.2475,Pulivendula APMC,14.4214,78.225,516.6,15498.04
East Godavari,16.9891,82.2475,Yemmiganur APMC,15.772,77.483,525.97,15779.09
East Godavari,16.9891,82.2475,Gudur APMC,14.1467,79.85,407.22,12216.59
East Godavari,16.9891,82.2475,Kadiri APMC,14.1116,78.1616,542.13,16263.85
East Godavari,16.9891,82.2475,Jaggayyapeta APMC,16.8938,80.0971,228.98,6869.43
East Godavari,16.9891,82.2475,Mylavaram APMC,16.7626,80.642,172.68,5180.44
East Godavari,16.9891,82.2475,Bangarupalyam APMC,13.2123,78.95,549.21,16476.21
East Godavari,16.9891,82.2475,Chittoor APMC,13.2172,79.1003,538.53,16155.78
East Godavari,16.9891,82.2475,Puttur APMC,13.4416,79.5535,489,14670.06
East Godavari,16.9891,82.2475,Rampachodavaram APMC,17.4333,81.7833,69.79,2093.7
East Godavari,16.9891,82.2475,Proddatur APMC,14.75,78.55,467.29,14018.69
East Godavari,16.9891,82.2475,Jaggampeta APMC,17.1865,82.059,29.72,891.56
East Godavari,16.9891,82.2475,Kakinada APMC,16.9891,82.2475,0,0
East Godavari,16.9891,82.2475,Karapa APMC,16.9833,82.2333,1.64,49.26
East Godavari,16.9891,82.2475,Peddapuram APMC,17.0833,82.1333,16.04,481.05
East Godavari,16.9891,82.2475,Prattipadu APMC,16.3,80.4167,209.56,6286.65
East Godavari,16.9891,82.2475,Tuni APMC,17.35,82.55,51.41,1542.38
East Godavari,16.9891,82.2475,Divi APMC,16.45,81.15,131.35,3940.58
East Godavari,16.9891,82.2475,Nellore APMC,14.4426,79.9865,372.47,11174.2
East Godavari,16.9891,82.2475,Chintapalli APMC,17.8667,82.35,98.19,2945.66
East Godavari,16.9891,82.2475,Gopalavaram APMC,16.7333,81.6833,66.44,1993.08
East Godavari,16.9891,82.2475,Anantapur APMC,14.6819,77.6006,559.35,16780.6
East Godavari,16.9891,82.2475,Valmikipuram APMC,13.9167,79.2167,471.37,14141.24
East Godavari,16.9891,82.2475,Kalikiri APMC,13.55,78.8,531.93,15957.78
East Godavari,16.9891,82.2475,Madanapalli APMC,13.5503,78.5029,554.52,16635.71
East Godavari,16.9891,82.2475,Mulakalacheruvu APMC,13.8,78.3833,545.26,16357.68
East Godavari,16.9891,82.2475,Punganur APMC,13.3667,78.5833,562.85,16885.59
East Godavari,16.9891,82.2475,Vayalapadu APMC,13.3667,78.7,554.18,16625.4
East Godavari,16.9891,82.2475,Pattikonda APMC,15.395,77.5086,536.16,16084.68
East Godavari,16.9891,82.2475,Duggirala APMC,16.3237,80.621,188.4,5652.13
East Godavari,16.9891,82.2475,Paderu APMC,18.0833,82.6667,129.53,3886
East Godavari,16.9891,82.2475,Ipur APMC,16.09,79.97,262.54,7876.31
West Godavari,16.7107,81.0952,Kurnool APMC,15.8281,78.0373,340.83,10225.04
West Godavari,16.7107,81.0952,Rapur APMC,14.2,79.5333,325.51,9765.23
